content,score,at
"banyak korban diapk dana, saldo banyak yang hilang, dana protection aktip juga saldo tetap tidak bisa dikembalikan, peripikasi muka aktip, tapi tetap kebobolan, apakah yang ambil saldo dana yang hilang masih pihak dana juga, jangan pada mau pake apk ini, jika kalian tidak percaya lihat saja diyoutube dikonten yang membahas cara pengembalian saldo dana yang tiba tiba hilang, disana banyak korban dana pada komen,",1,2026-06-26 16:55:17
Ok,5,2026-06-26 16:54:56
sampai saat ini saya sangat puas,5,2026-06-26 16:53:18
bagis,5,2026-06-26 16:53:07
aman mudah dan terpercaya,5,2026-06-26 16:52:54
dana cicil saya kok gak bisa di gunakan,4,2026-06-26 16:51:54
"Tidak ada tunggakan tagihan saya bayar tagihan tepat waktu tapi kenapa tiba2 Limit dana cicil saya tidak bisa digunakan , aplikasi anehh...",1,2026-06-26 16:49:49
potongan biaya transfer ke bank lain terlalu gede 2500...apakah bisa di kembalikan ke semula jadi 500 rupiah ?,1,2026-06-26 16:47:40
aman dan praktis di gunakan,5,2026-06-26 16:47:11
"kapok pakai dana,gampang kebobolan,kalo mau di benerin tuh ribet chat bot berbelit perlindungan terhadap konsumen kurang.",1,2026-06-26 16:42:39
"Buat yang punya Saldo jangan pernah simpan atau transfer dengan E-Wallet ini, mau cerita dikit, sampe sekarang Akun Saya yang nomornya sudah hilang harus menerima OTP baik Whatsapp maupun SMS padahal kartunya sudah hilang. Dan ketika ingin mengganti nomor harus verifikasi ke nomor yang kartunya hilang, aneh kan. Padahal Pin/Sidiq Jari/Verifikasi Wajah sudah on. Tapi tetep ketika mau mengganti nomor harus Verifikasi ke nomor yang kartunya sudah tidak aktif. Sampai skrg belum ada tanggapan.",1,2026-06-26 16:40:05
"sudah bagus, cuma tolong buatkan dana versi ringan. untuk hp kentang terkadang buka dana terasa lama dan berat, terutama ketika akan akses alat sqannya terasa frame drop dan lag🙏",5,2026-06-26 16:39:30
bisa segera di perbaiki fitur dana cicil nya,4,2026-06-26 16:37:34
mantap aplikasi nya boos,4,2026-06-26 16:36:30
aplikadi dana sangat membantu disegala urusan belanja,5,2026-06-26 16:36:06
aplinya baik,5,2026-06-26 16:35:16
"tuker poin berharap adiah nya bisa dapat,ga tau nya cuman manipulasi,setiap mau tuker masa habis terus",1,2026-06-26 16:33:04
kata nya ada epen kok gk bisa di tuksr anehhh,1,2026-06-26 16:30:48
"kena tipu 1,000 rupiah 🗿",5,2026-06-26 16:29:10
"sangat nyaman mudah praktis mengguna DANA, tapi ada kendala di akun saya, yaitu fitur dana cicil tidak bisa aktif, padahal sudah lama menggunakan DANA, mohon di bantu agar bisa aktifkan fitur dana cicil di akun dana saya",5,2026-06-26 16:28:27
bagus sekali...tingkatkan lagi dana cicil dan dana instan nya,5,2026-06-26 16:25:45
good,5,2026-06-26 16:25:40
mantap,5,2026-06-26 16:25:25
"aplikasi emang mantap,TPI saya memohon kepada, Admin,Untuk mengaktifkan Fitur Dana cicil Di Akun saya?",5,2026-06-26 16:21:26
GK bisa sercing pake nama,4,2026-06-26 16:19:41
💪💪💪,5,2026-06-26 16:18:52
dana cicil,5,2026-06-26 16:18:23
kurang bagus Karana ga ada dana cicil,5,2026-06-26 16:15:42
saya sangat kecewa terhadap fitur dana cicil... saya udh daftar .. tapi belum bisa pakai dana cicil.. fitur tidk tersedia katanya..... harus gimana ni.😌,2,2026-06-26 16:14:53
mohon untuk ditinjau kenapa dana poin nya tidak bisa ditukar sama sekali,5,2026-06-26 16:13:12
bagus untuk keperluan dan bisa pakai belanja,5,2026-06-26 16:11:50
saya suka pemakaiannya,5,2026-06-26 16:09:36
ok,5,2026-06-26 16:09:01
mantap,5,2026-06-26 16:07:49
aman di anbmudah di gunakan dan terimakasih atas bantuan nya selama ini,5,2026-06-26 16:07:41
Rana keren ya,4,2026-06-26 16:05:26
ok,5,2026-06-26 16:02:44
bagus,5,2026-06-26 16:02:07
mantap sangat membantu sekali dan simple di pakai setiap transaksi,5,2026-06-26 16:00:21
dana cicil saya kok ngk bisa,1,2026-06-26 15:57:56
sudah lama menggunakan aplikasi dana namun belom muncul limit di fitur dana cicil saya kecewa lama2 pakai dana 😡,1,2026-06-26 15:54:12
best,5,2026-06-26 15:53:21
apk tidk jelas gak ada masalah tiba tiba di tangguhkan,1,2026-06-26 15:50:25
"good ,good lah",5,2026-06-26 15:49:49
"sangat tidak aman dan tidak amanah, baru saja di isi saldo tiba tiba ada aja yg nyedot duit ku, di medsos sudah beredar",1,2026-06-26 15:49:20
mantapp,5,2026-06-26 15:48:56
terlalu banyak update,1,2026-06-26 15:44:54
saya cinta dana,5,2026-06-26 15:44:31
Oke,5,2026-06-26 15:41:29
"apasi jelek banget, uang aku berulang kalk di tilep ihh blm di pake sama sekali uda sisa 3rb JANGAN PAKE DANA LAGI SEMUA",1,2026-06-26 15:39:33
ok,5,2026-06-26 15:38:20
kenapa akun saya tidak bisa menggunakan fitur dana cicilan padahal udah sering transaksi pakai dana,3,2026-06-26 15:35:04
bagus,5,2026-06-26 15:34:28
ok,5,2026-06-26 15:32:13
sangat bagus dan membantu 🥰🥰,5,2026-06-26 15:30:57
admin dana tidak jelas dalam memberikan pelayanan untuk customer,1,2026-06-26 15:30:47
sangat bagus,5,2026-06-26 15:30:00
mantap,5,2026-06-26 15:28:37
Sayah bayar cicilan pake dana terus kena pending 2hari belum selesai saya kena denda gara gara pending sampai hari ini pun masih pending sayah transaksi tangal 24 sekarang tanggal 25 kena denda lagi proses pending lama kecewa berat,1,2026-06-26 15:27:20
Aplikasi ini kurang bagian keamanan nya.. sering ada pencurian saldo,1,2026-06-26 15:25:59
mantaaap,5,2026-06-26 15:25:39
Sangat bagus..,5,2026-06-26 15:24:08
"DANA sekarang diterima hampir di mana-mana yang bikin makin praktis. Top up instan dari bank mana pun, transfer gratis, dan riwayat transaksi tersusun rapi dan mudah dibaca. Salah satu e-wallet paling andal yang pernah saya pakai, selalu bisa dipake deh",5,2026-06-26 15:23:52
saya sangat senang adanya dana (dompet digital) karena memudahkan bagi saya untuk transaksi ataupun hal lainya dan muda menggunakannya tapi sangat di sayangkan saya ada fitur dana cicil tapi mengapa tidak bisa di pakai sudah lebih dari 3 bulan padahal saya hampir setiap hari melakukan transaksi dan fitur-fitur lainya masih mengalami gejala seperti bug ataupun lag,5,2026-06-26 15:23:14
"sangat bermanfaat memudahkan transaksi, selama ini masih nyaman dalam pemakaian",5,2026-06-26 15:22:27
banyak bgt verifikasi nya hadeh,3,2026-06-26 15:20:42
saya tidak masuk akun dana. saya coba di hp lain bisa masuk.. kenapa yah,5,2026-06-26 15:19:34
"ini ga bsa ngisi pulsa, mau buka opsi cek pulsa/data ga bsa melulu",1,2026-06-26 15:16:21
good,5,2026-06-26 15:09:56
sangat baik,5,2026-06-26 15:04:35
mantap buat transaksi,5,2026-06-26 15:04:09
tolong bantu aktip kan dana cicil saya agar dapat di gunakan kembali,5,2026-06-26 15:03:13
1 kata the best,5,2026-06-26 15:01:30
mantap,5,2026-06-26 14:59:37
mantap dana,5,2026-06-26 14:58:17
gajelas udah lama pake dana gada fitur dana cicil nya hadeh,1,2026-06-26 14:55:55
mntap,5,2026-06-26 14:55:05
Bgus,5,2026-06-26 14:53:33
mantap,2,2026-06-26 14:53:13
aku sangat bangga di apk dana ini sangat aman,5,2026-06-26 14:52:11
sangat mudah dan berguna,5,2026-06-26 14:51:41
Ehmmmm aplikasiny sungguh luar biasa Baguss tidk jlekkk,4,2026-06-26 14:51:35
"dana sekarang tidak bagus fitur dana cicil nya tidak dapat di gunakan padahal limit udh ada tapi tetap tidak bisa di pakai,nyesel sih skrng pakek dana mending pindh ke apk lain",1,2026-06-26 14:51:21
min mau hapus akun dana permanen gimana caranya min,5,2026-06-26 14:49:35
"sangat membantu ,,,oke",4,2026-06-26 14:49:00
👍,4,2026-06-26 14:47:07
"ribet, mau kirim uang doang harus premium dulu padahal sesama dana pake qris lagi, pusing gue perkara kirim salah ke no kedua hp untungnya masih masuk tapi jengkel gak bisa dikririm ke akun utama harus primiim dili",1,2026-06-26 14:42:45
"saya udh pakai dana lama dn saya sering transaksi pakai dana , dana cicil saya ga ada limit nya, emang aneh d apk",2,2026-06-26 14:40:56
suka,5,2026-06-26 14:39:18
lebih mudah,5,2026-06-26 14:37:36
baik,5,2026-06-26 14:31:46
sangat membantu,5,2026-06-26 14:30:28
cepat dalam bertransaksi,5,2026-06-26 14:28:22
"sangat cocok,simpel dan bermanfaat",5,2026-06-26 14:28:14
"capek-capek ngumpulin dana poin hadiah selalu habis, stok jngn terbatas dong.",5,2026-06-26 14:25:27
mantap,5,2026-06-26 14:23:37
apk scam ngadain event giliran gajelas mo nukerin hadiah malah udah pada habis apalah ga jelas ni apk udah mah di suruh beli VIP biar bisa dapet lebih banyak point malah kena scam,1,2026-06-26 14:23:02
serbaguna nyaman,5,2026-06-26 14:22:22
"aplikasi dana ini kenapa ya kalau pada event festival piala dunia 2026 ini tidak bisa ditukar hadiahnya malah hadiah abis, padahal mau tukar hadiah nya sudah pas di Jam 10 pagi atau 9 malam,mau tukar hadiah saldo dana atau Poco x7 pro malah hadiah abis,apakah aplikasi dana ini kalau membikin event yang menarik tidak mau rugi, bikin event nya gak jelas banget anj, sudah kumpul banyak point dana mana sudah beli vip pass nya lagi, mohon maaf Admin apk dana karena ini adalah saya mengeluh 🙏",1,2026-06-26 14:21:05
"gak jelas mau tuker poin, belom lewat 1m udah habis barangya aplikasi tolol",1,2026-06-26 14:20:27
sangat membantu,5,2026-06-26 14:20:26
"Selamat siang dana. Mohon bantuan saldo saya berkurang sendiri tanpa saya melakukan transaksi. Mohon saldo saya agar kembali,,",1,2026-06-26 14:19:08
dana ini kurang aman karna bisa di bobol orang tak di kenal,2,2026-06-26 14:19:02
"event berhadiahnya seriusan secepet itu habisnya? event mulai jam 21.00, aku udah standby diaplikasi dari jam 20.58. pas dibuka kolom hadiah habis semua anjay, padahal pas di 21.00. pertanyaan nya, kalo event baru dibuka, jam 21.00 udah habis semua, terus yang berhasil dapet hadiah klaim hadiahnya jam berapa? sharing dong, siapa tau ada yang sama.",1,2026-06-26 14:19:01
program VIP pass .. terimakasih ya.. sy belum berhasil dan mulai menjenuhkan..kedepan sy tidak akan tertarik lagi.,5,2026-06-26 14:17:00
baik,1,2026-06-26 14:14:35
mau tuker point dr tanggal 19 dan 26 baraangg abiss smuah padahal jam nya masih baru...ga jelas promo pointt nya,3,2026-06-26 14:14:07
"tidak ada peringatan hati2 saat membuka pay qris, ini dapat dimanfaatkan oleh penipu untuk menjebak pengguna dana dengan modus meminta akun qris pay",1,2026-06-26 14:13:47
sangat membantu,5,2026-06-26 14:12:41
Ok,5,2026-06-26 14:12:17
bagus,5,2026-06-26 14:10:56
DANA SAYA TERPOTONG TANPA SEBAB DI APLIKASI INI DAN TIDAK ADA PERTANGGUNGJAWABAN DENGAN JELAS,1,2026-06-26 14:10:34
bagus,5,2026-06-26 14:10:25
kalau ngk niat buat givewey mnding ngk usah belum jg 1 detik udh abis,1,2026-06-26 14:10:24
mantap,5,2026-06-26 14:09:16
👍👍👍,5,2026-06-26 14:09:14
dana kocak anjir ngasi hadiah dana point ceper banget abis baru juga muncul udah abis aj aneh banget,5,2026-06-26 14:08:53
saya sudah meminta bantuan ke cs dana lewat.. email. saya sudah ngobrol sama chat bot diana.. tp masalah saya ga selesai. sudah jelas masalah saya tidak bisa loggin ke akun dana. fitur aplikasi mengganti nomer yg sudah tidak aktif di aplikasi selalu error.. selalu saja meminta kode otp..,1,2026-06-26 14:08:41
"gua ikut event dan beli vip dana point,,tapi kok hadiahnya semuanya abiz dan gk ada satupun yg bisa di ambil,jujur aplikasi ini rame tapi sayang bet masih ad aja penipuan publik kek gini",1,2026-06-26 14:06:23
event pildun mau nuker dana points kehabisan Mulu gajelas ni dana yang kaya tambah kaya yang miskin ga dapet apa apa,3,2026-06-26 14:06:21
Ternyata pakai Dana tidak ribet dn lancar.,5,2026-06-26 14:06:15
aku bangga dengan dana ini transaksi TF nya cepat,5,2026-06-26 14:05:53
mantap,5,2026-06-26 14:04:55
"ini knp ada event kan dana tentang pildun yg dana point bisa dituker ke hadiah tapi ga ada sedetik udh stok habis ajirrr niat ngasih ga sih lu klo ga ga ush adain event kocak gw udh standby dri sblm waktu even ke buka tetep aja ga bisa point udh ada tetep stok habis ini stok nya diperbarui atau lu yg nge re stok nya bangke kecewa gw,gw kira apk besar ga bkl an gini ternyata bener2 ngecewain cih sumpah",1,2026-06-26 14:04:33
Aku sangat kecewa! sangat amat kecewa! aku menunggu ivent ini untuk mendapatkan Poco x7 pro nya! tapi saat ivenya baru di buka 1 detik langsung habis?! aku sangat kecewa! kau hanya memberikan harapan palsu pada pengguna lain! kuotanya sangat sedikit! ini tidak adil! mereka yang memiliki zona waktu paling cepatt akan mendapatkan hadiahnya lebih dulu. itu tidak adil! aku sudah menunggu selama 1 Minggu dengan harapan palsu?! ivent ini merusak mental dan psikologi ku. aku menangis! sangat sedih! 🥲,1,2026-06-26 14:04:03
buat apa ngadain dana poin kali gk bisa di tuker,1,2026-06-26 14:03:31
"Sebenarnya ini ada program hadiah atau nggak sih? masa setiap gw cek belum 1 detik udah tertera ""hadiah habis"". Sengaja ya bikin event gak niat?",3,2026-06-26 14:03:09
JD gmpng nyimpen jg transfer uang..,5,2026-06-26 14:02:36
baguss,4,2026-06-26 14:00:31
sangat puas,5,2026-06-26 13:58:25
sangat bagus tapi sayang nyah akun saya gak ada dana cicil nyah,3,2026-06-26 13:57:38
Matap,5,2026-06-26 13:57:33
mengapa dana cicil saya tidak bisa di gunakan,5,2026-06-26 13:56:58
bagus,5,2026-06-26 13:56:28
bagus aplikasi ini sangat mudah di gunakan dan rekomendasi untuk ewallet di jaman skrg apalagi fitur qrisnya juga gampang,5,2026-06-26 13:56:09
bagus,5,2026-06-26 13:53:28
aplikasinya bisa di percaya,5,2026-06-26 13:53:08
sudah ngumpulin dana point.. waktu penukaran tidak bisa d tukar alasan hadiah habiss.. woy.. hadiah sudah habiss bagaimana ini.... fitur dana instan juga tidak muncul d akun saya,1,2026-06-26 13:52:49
Best apps ever!! 🥰,5,2026-06-26 13:51:52
mempermudah mengirim uang,5,2026-06-26 13:51:00
kerja 💼,5,2026-06-26 13:49:27
min saya beli paket data sebulan kok baru seminggu sudah habis. padahal saya tidak membukak youtub cuma bukak permainan gem saja,5,2026-06-26 13:48:51
nggk ribet,5,2026-06-26 13:48:41
aplikasi dana bagus,5,2026-06-26 13:47:54
Cuma aga lambat loading nya,5,2026-06-26 13:46:05
daanaa elorr gaguna,1,2026-06-26 13:45:07
perangkaat tidak kompetibel,1,2026-06-26 13:41:08
sangat bagus,5,2026-06-26 13:39:23
sangat membatu,5,2026-06-26 13:36:56
mantap dana ku ni aplikasi yg ok ku beri binta 5 kk,5,2026-06-26 13:34:37
nice,5,2026-06-26 13:30:23
"limit dana cicil sudah ada,tapi gak bisa buat beli pulsa atau sejenis nya,kenapa ya",4,2026-06-26 13:28:40
aplikasi dana makin update makin gak jelas. saya tidak ada daftar dana cicil setelah di update kok tiba-tiba ada tagihan dana cicil pula. mengapa bisa begitu?,1,2026-06-26 13:28:39
aplikasi ini sangat bagus,5,2026-06-26 13:22:32
Bagus,5,2026-06-26 13:21:58
cepat dan aman,4,2026-06-26 13:21:36
"ada reward dana point tapi baru buka nggak nyampe 1 detik sudah habis , tolong dong kalau misal bisa di gunain dana pointnya buat tukernya gk sesusah itu",1,2026-06-26 13:21:09
mantap,5,2026-06-26 13:19:26
oke,5,2026-06-26 13:19:22
di perbarui malah susah lodingnya,1,2026-06-26 13:15:52
"Mudah dan murah Gampang menggunakannya,banyak fitur"" yg sangat membantu",5,2026-06-26 13:14:36
sangat baik,5,2026-06-26 13:13:49
bagus bgt...👍,5,2026-06-26 13:13:24
dana cicil,5,2026-06-26 13:12:03
sangat membantu,5,2026-06-26 13:11:48
mantap,5,2026-06-26 13:10:04
kenapa dana cicil saya tidak bisa digunakan,4,2026-06-26 13:05:34
sangat membantu untuk semua transaksi,4,2026-06-26 13:04:57
"kurang ajar pihak dana ni, akun lama nomor hp sudah tidak aktif, kita lakukan pergantian nomor hp, dengan cara memindai aku, tapi selalu gagal, dengan alasan aktifitas mencurigakan, lah terus solusinya gmn? pengguna yg sama data diri sama knp tidak bisa? lah terus solusinya gmn? bahkan ingin live chat di aplikasi dana pun tidak bisa..",1,2026-06-26 13:04:47
bagus,4,2026-06-26 13:03:43
"ngajuin aktivasi dana cicil harus, nunggu 1 abad ya min lamanya minta ampun,sekali kelar GK diACC dan ditolak gitu aja sampe dollar naik.",2,2026-06-26 12:58:07
bagus sekali kak aplikasi dana,5,2026-06-26 12:53:47
mudah dan praktis,5,2026-06-26 12:51:27
tidak aman,1,2026-06-26 12:51:26
oky,5,2026-06-26 12:48:02
sering bertransaksi pakai apk dana udh upgrade premium juga tapi aku coba daftar DANA CICIL malah aktivasi gagal bertuliskan harus tingkatkan transaksi EMANG KONYOL INI APK DANA! MAAP AKU KASI BINTANG 1,1,2026-06-26 12:46:43
"mau top up tapi gk mencukupi saldo, mau tambahin ke e wallet butuh premium padahal belum mencukupi umur. ortu juga gk punya premium jadi susah mau ngapa ngapain",1,2026-06-26 12:45:54
"aplikasi ngebug parah, padahal jaringan bagus, mau log in katanya ada kendala coba pake jaringan yang lebih stabil, mau minta bantuan Diana malah tiba tiba keluar dari aplikasi dana nya, padahal saya sudah menggunakan dana bertahun tahun, tapi sekarang jadi malah banyak bug",1,2026-06-26 12:45:08
mudah digunakan,5,2026-06-26 12:44:26
permasalahan saya tidak diatasi,1,2026-06-26 12:44:11
sangat baik,5,2026-06-26 12:44:08
"min kenapa saldo saya ngurang sendiri,udah beberapa kali ini ganti min ga mau tau saya,di aktivitas tidak ada apa apa tiba tiba hilang uangnya gimana sihh min",1,2026-06-26 12:43:40
mntap,5,2026-06-26 12:43:35
luar biasa,5,2026-06-26 12:40:44
memudahkan kita transaksi dlm keadaan darurat terima kasih semoga tetap memberikan inovasi dan pelayanan yang bijak,5,2026-06-26 12:39:45
dana cicilnya ga bisa di pake,1,2026-06-26 12:38:37
mantap,5,2026-06-26 12:37:24
"bagus, banget",5,2026-06-26 12:36:06
mantap,5,2026-06-26 12:35:56
gua lebih suka shopeepay tapi ini ok juga lah 😉,5,2026-06-26 12:32:11
good,5,2026-06-26 12:31:25
pngguna dana dr tahun 2021,5,2026-06-26 12:31:19
baik,5,2026-06-26 12:30:49
"Hai dana masa iya lagi isi nomor token belum selesai udah di kick aja dari aplikasi dana ke aplikasi Shopee, ini iklan atau apa kok maksa sekali -_- tolong lah sekelas dana apa kekurangan pemasukan sampai ada iklan Shopee ?",3,2026-06-26 12:30:23
"simpel gak ribet pokonya oke semua, semoga aplikasi dana ini jaya terus😘😘😘😘",5,2026-06-26 12:30:17
sangat baik,5,2026-06-26 12:29:22
good,5,2026-06-26 12:28:28
baik,5,2026-06-26 12:25:51
mantap,5,2026-06-26 12:25:18
sangat puas,5,2026-06-26 12:23:46
"selalu ada kendala heran aku,mending gak usah download lagi",1,2026-06-26 12:23:34
mantabs kk,5,2026-06-26 12:23:10
dana cicil gak bisa di pake,2,2026-06-26 12:22:49
ok,5,2026-06-26 12:20:41
ok,5,2026-06-26 12:17:10
Untuk transaksi,5,2026-06-26 12:17:02
mantab,1,2026-06-26 12:15:37
ITS the beks,5,2026-06-26 12:13:08
kanapa saya gak bisa ajukin dana kredit,4,2026-06-26 12:12:19
mantap,5,2026-06-26 12:10:05
good,5,2026-06-26 12:09:45
dari pada simpan di bank dan banyak potongan lebih baik simpan di aplikasi DANA,5,2026-06-26 12:09:42
gg banget aplikasinyaa tiap bulan gratis 10x krim ke smua rekening (sudah kuperbaiki),5,2026-06-26 12:07:25
"percuma punya dana cicil klw gk bsa d pkek , padahal SDH sering transaksi dana point pun GK bsa d tukar Penipu",1,2026-06-26 12:06:28
mending ga usah ada even tuker poin . klo baru 1 detik hadiah udah habis semua lol. jadi males pake dana lama lama.,1,2026-06-26 12:06:00
bagus,4,2026-06-26 12:05:22
kirim uang jadi mudah,5,2026-06-26 12:05:20
good 👍,5,2026-06-26 12:05:16
"bintang 1 untuk hadiah tukar poin,padahal 1menit sebelum penukaran sy refresh"",eh malahan hadiahnya habis pas mau saya tukar poin,padahal beli yg vip,emng 3000 sih cuma kali berapa ratus ribu/juta yg beli,untuk event tukar poin jgn beli guys nyesel nnti udh di tungguin sampe saya pasang alarm supaya waktunya gk lewat eh pas waktunya hadiah habis gk logika,#DANA# masih kekurangan uang makanya nipu customer nya sendiri?",1,2026-06-26 12:00:24
bagus,5,2026-06-26 11:59:00
cara daptar dana cicil,5,2026-06-26 11:58:57
udah beli vip coin di tuker nga bisa kalo bikin ivent yang bener jangan nipu agjg,1,2026-06-26 11:58:38
bug notif nya lemot jadi bikin slah tf,1,2026-06-26 11:57:09
ok,5,2026-06-26 11:57:02
sya senang,5,2026-06-26 11:54:23
sangat bagus dan saya sangat berterima kasih,5,2026-06-26 11:53:59
mantap semoga ada fitur pinjaman dana di akun saya terimakasih,5,2026-06-26 11:53:44
"TIDAK DI REKOMENDASIKAN , APLIKASI BANYAK MASALAH",1,2026-06-26 11:51:54
"cepat,tepat,dan aman ,sdh pakai 7 tahun",5,2026-06-26 11:50:55
dana sekarang ga bisa lihat bukti tf yah ga bagus bgt,1,2026-06-26 11:50:46
sangat bermanfaat,5,2026-06-26 11:49:50
Kren aplikasinya,5,2026-06-26 11:47:20
"dana cicil sudah di bayar sebelum jatuh tempo, tetapi masih saja tidak bisa di gunakan, gak jelas juga kadang-kadang.",1,2026-06-26 11:47:08
cepat dan terpecaya,4,2026-06-26 11:42:52
bermanfaat,5,2026-06-26 11:40:59
ok,5,2026-06-26 11:40:11
gk bisa jual emas eror 🤬,1,2026-06-26 11:37:13
Bgus,5,2026-06-26 11:36:51
"apasih dana katanya hadiah nya jam 10.00 WIB,pas jam 10.00 WIB belum lewat sama sekali,hadiahnya udah gak bisa di tukar",1,2026-06-26 11:36:03
bagus,5,2026-06-26 11:35:49
ok mantap,5,2026-06-26 11:33:50
sangat memuaskan,5,2026-06-26 11:30:54
Joss gandhosss,5,2026-06-26 11:30:52
nantap,5,2026-06-26 11:30:49
membantu,4,2026-06-26 11:29:32
"aplikasi busuk, mau narik dana dari dana bisnis kok ngelag mulu, pdhl jaringan bagus buat buka aplikasi lain jg lancar!!! diperbaikin dong!! bikin emosi aja",1,2026-06-26 11:28:55
sangat memuaskan,5,2026-06-26 11:28:41
keren dan membantu,5,2026-06-26 11:22:13
"jelek sejelek jeleknya, udh banyak kasus duit ilang, akun ga aktif di dana tuh ternyata bener ya!! GiMANA INI DUIT SAYA DI DANA BISNIS GABISA DI TARIK?? LAPOR KE CS MALAH AKUN NYA GABISA DI AKTIFKAN????? TANGGUNG JAWABNYA MANA??!!! AKUN SAYA DI TANGGUHKAN. DARI HARI MINGGU GABISA D TARIK",1,2026-06-26 11:22:08
"dikit' bayar PPN 1500 semdiri di total, tiap ngirim ke bank lain 2.500. makin lama makin ngga banget beralih ke seabank aja.",2,2026-06-26 11:22:07
aku kasi bintang 4 dulu,4,2026-06-26 11:20:04
"semenjak update yg barusan dana makin gak karuan, tolong segera diperbaiki admin ya, masak sering gangguan terus untuk narik di bisnis saja loading lama banget. ini uang mo segera dipakek keburu untuk mo bayar belanjaan. tolong pliss segera diatasi biar tidak eror muluk. admin secepatnya diperbaiki lagi.",4,2026-06-26 11:19:08
Ga bs di ungkapkam dengan kata2 pokoknya aplikasi dana mantep menguntungkan smoga kedepan lebih baik dan lebih sukses lagi dan makin banyak lg promonya aamiin,5,2026-06-26 11:17:16
aplikasi penipuan,1,2026-06-26 11:17:03
kenapa dana cicil tidak tersedia atau tidak berlaku,5,2026-06-26 11:11:48
aplikasi Dana untuk transaksi beli. pernah sy gunakan,5,2026-06-26 11:11:39
ok mantaap,5,2026-06-26 11:08:45
sangat bagus dan mmbantu,5,2026-06-26 11:08:32
good,5,2026-06-26 11:07:52
kenapa fitur e wallet di dana skrng tidak ada?,1,2026-06-26 11:06:40
mau nuker points di dana points.. kehabisan mulu.. trus gunanya apa points saya kalo mau nuker hadiah kehabisan mulu.. 😪😪😪,3,2026-06-26 11:06:07
bagus,5,2026-06-26 11:05:26
berbobot,5,2026-06-26 11:05:08
"mau narik emas ke saldo rusak mulu, giliran beli bisa lawak babget cikkk😂",1,2026-06-26 11:04:07
sangat bagus,5,2026-06-26 11:03:08
bagus,5,2026-06-26 11:02:37
the best,5,2026-06-26 10:58:51
sangat membantu,5,2026-06-26 10:56:46
manteeep,5,2026-06-26 10:55:48
kembalikan Dana sayaaaaaaaaaa yg sudah di Tarik Dari apk story,5,2026-06-26 10:51:06
aplikasi ini tolong diperbaiki supaya dapat diupdate,1,2026-06-26 10:48:21
kurang dana cicil,5,2026-06-26 10:47:09
ok,5,2026-06-26 10:46:28
"aplikasi ini bagus untuk pemakaian sehari2 dan saya sudah pake lama tapi mending gak usah buat event kalo pelit kasih penukaran poin zonk semua,,,terakhir event WC dari hadiah kecil sampe besar masa setiap periode hadiah habis,mending tetap jadi dompet digital aja yg baik tanpa harus buat event yg hadiahnya GK ada...trimakasih",5,2026-06-26 10:45:13
saya tidak bisa login ke akun dana saya karena nomor dudah hangus dan otpnya tetap di kirim ke nomor tersebut...uang saya di dalam akun buat berobat tolong dolusinya.Laporan sudah masuk data dan sebagainya tapi jawaban dan solusinya berputar2 saja.tidak ada jalan keluar,2,2026-06-26 10:45:01
gimana ini,5,2026-06-26 10:42:52
sangat luar biasa 🗿,5,2026-06-26 10:42:20
gk bisa diprimium in apalah,1,2026-06-26 10:37:38
bagus aman dan terpercaya,1,2026-06-26 10:35:26
mntap,5,2026-06-26 10:35:08
"sangat membantu, dalam ke adaan darurat",5,2026-06-26 10:34:53
Dana ini membantu saya pakai dari 2017.... Tapi akan lebih membantu jika dana cicil saya dinaikkan limit nya / jika tidak naik limit dana cicil tolong munculkan dana instan di aplikasi dana saya.... Terima kasih dana😍,5,2026-06-26 10:34:22
"aplikasi dana heran banget baru aja saya kehilangan dana padahal saya tidak melakukan transaksi apapun tiba""dana saya ilanng nominal nya juga lumayan bukan kecil, yang saya heran itu di aplikasi dana banyak fitur protection dll, tapi masih bisa kebobolan mohon di perbaiki lagi",1,2026-06-26 10:34:09
bagus,5,2026-06-26 10:32:56
sangat bermanfa'at,5,2026-06-26 10:30:16
"dana instan bunga mencekik,,,500 jangka 3bulan angsuran 191,renternir parah belomlagi tidak bisa di cairin di saldo dana,,,parah!!!!!",2,2026-06-26 10:26:40
mau. kirim uang lebih gampang,5,2026-06-26 10:24:33
dulu bagus.. lancar2 aja.. kenapa sekarang setiap abis transaksi mau bagikan buktinya selalu ada iklan toktok.. oren.. zalo.. mengganggu..sedangkan kita harus segera kirim bukti transaksi,1,2026-06-26 10:22:02
notif nya telat Mulu,3,2026-06-26 10:21:48
aplikasi ini sangat membantu,5,2026-06-26 10:19:52
oke,5,2026-06-26 10:18:50
bagus,1,2026-06-26 10:16:11
sangatt bagus,5,2026-06-26 10:15:22
mantap biar bintsng bicara,5,2026-06-26 10:14:59
saya sangat puas dgn aplikasi dana ini,5,2026-06-26 10:12:57
sgt baik,5,2026-06-26 10:08:03
bermanfaat bgt bagi saya yang repot,5,2026-06-26 10:07:22
aneh setiap Top Up selalu uang kepotong 3ribu sekian begtu trus selalu terulang tolong sih tindak lanjuti smua orng sya trutama merasa Di RUGIKAN,1,2026-06-26 09:59:22
"apakah gak ada yg komplen , atas lama nya progres pemindahan akun",1,2026-06-26 09:59:21
